Label,Outer left eyebrow-x,Outer left eyebrow-y,Middle left eyebrow-x,Middle left eyebrow-y,Inner left eyebrow-x,Inner left eyebrow-y,Inner right eyebrow-x,Inner right eyebrow-y,Middle right eyebrow-x,Middle right eyebrow-y,Outer right eyebrow-x,Outer right eyebrow-y,Left temple-x,Left temple-y,Outer left eye corner-x,Outer left eye corner-y,Inner left eye corner-x,Inner left eye corner-y,Inner right eye corner-x,Inner right eye corner-y,Outer right eye corner-x,Outer right eye corner-y,Right temple-x,Right temple-y,Nose saddle left-x,Nose saddle left-y,Nose saddle right-x,Nose saddle right-y,Left nose peak-x,Left nose peak-y,Nose tip-x,Nose tip-y,Right nose peak-x,Right nose peak-y,Left mouth corner-x,Left mouth corner-y,Upper lip outer middle-x,Upper lip outer middle-y,Right mouth corner-x,Right mouth corner-y,Upper lip inner middle-x,Upper lip inner middle-y,Lower lip inner middle-x,Lower lip inner middle-y,Lower lip outer middle-x,Lower lip outer middle-y,Chin middle-x,Chin middle-y,Left ear lobe-x,Left ear lobe-y,Right ear lobe-x,Right ear lobe-y
SADNESS,104.088,453.079,243.068,397.487,404.789,440.444,639.791,430.337,804.04,397.487,920.277,468.24,5.53896,528.886,177.368,556.682,387.101,574.37,634.737,569.316,849.524,561.736,1021.35,526.359,455.327,541.52,569.038,544.047,387.101,847.276,503.339,829.587,622.103,844.749,323.929,1051.95,510.919,1006.47,682.749,1046.9,513.446,1041.85,513.446,1059.54,513.446,1125.23,510.919,1340.02,-1,-1,-1,-1
DISGUST,49.0362,313.281,198.112,221.912,388.064,255.574,602.06,250.765,782.394,205.081,933.875,270.001,3.35158,455.144,154.832,447.93,373.637,450.335,618.891,433.504,842.506,411.864,1027.65,407.055,436.153,402.246,549.162,397.437,349.593,726.847,510.691,722.038,652.554,690.78,318.335,969.697,510.691,844.665,686.216,924.012,513.096,899.968,510.691,998.55,515.5,1075.49,527.522,1289.49,-1,-1,-1,-1
FEAR,105.986,327.068,248.739,263.339,437.378,268.437,628.565,268.437,809.556,255.691,962.506,309.224,9.11781,457.075,192.658,451.977,409.337,459.624,651.507,454.526,868.186,441.78,1038.98,441.78,473.066,385.699,597.975,380.6,363.452,745.131,546.992,724.737,705.04,737.483,348.157,1010.24,529.147,890.433,697.392,1000.05,529.147,933.769,524.049,1099.46,524.049,1173.39,526.598,1367.13,-1,-1,-1,-1
SADNESS,111.029,309.435,271.381,244.815,443.7,254.389,632.773,251.995,831.418,259.175,967.838,340.548,3.32931,431.494,187.615,433.888,407.801,448.248,654.313,448.248,879.285,450.641,1027.67,450.641,481.994,400.381,592.086,400.381,369.507,756.986,537.04,716.3,678.246,759.379,321.641,965.205,520.287,893.405,680.639,960.418,520.287,938.878,520.287,960.418,522.68,1032.22,520.287,1278.73,-1,-1,-1,-1
HAPPY,83.8952,373.86,223.131,258.268,422.789,276.658,617.194,274.031,816.853,255.641,966.596,360.724,18.218,486.825,173.216,468.435,401.773,478.943,643.465,471.062,869.394,460.554,1050.66,476.316,462.196,418.52,585.669,415.893,349.231,731.144,514.737,718.008,680.244,733.771,265.164,941.311,517.365,880.888,740.667,936.057,517.365,925.548,509.483,1091.05,512.11,1146.22,506.856,1395.8,-1,-1,-1,-1
ANGER,112.699,334.921,293.032,308.472,456.535,356.561,653.7,351.752,826.821,284.428,995.133,301.259,21.3293,447.93,199.259,452.739,425.277,471.975,675.34,462.357,906.168,438.313,1086.5,431.099,490.198,445.526,620.038,443.122,403.637,791.767,564.736,758.105,713.812,774.936,355.548,991.337,555.118,938.439,728.238,974.506,557.522,979.314,557.522,991.337,557.522,1041.83,569.545,1287.08,-1,-1,-1,-1
SURPRISE,82.1252,307.888,235.71,220.125,428.3,246.942,618.452,246.942,830.545,203.06,967.064,281.071,4.1141,437.094,184.515,439.532,401.483,444.407,645.268,434.656,867.112,424.904,1032.89,420.029,459.992,381.023,589.198,376.147,386.856,746.7,542.878,705.257,674.522,734.511,357.602,1009.99,528.251,905.16,691.587,992.923,530.689,949.042,530.689,1063.62,530.689,1131.88,530.689,1314.72,-1,-1,-1,-1
ANGER,161.428,485.038,334.359,474.396,512.611,511.643,674.901,498.34,847.832,466.415,1018.1,461.094,25.743,580.815,227.94,594.118,459.402,618.062,733.431,615.402,943.609,591.457,1097.92,575.494,528.574,586.136,666.919,580.815,462.062,916.036,611.049,910.715,730.771,913.376,398.211,1123.55,595.086,1086.31,781.32,1123.55,595.086,1115.57,595.086,1128.87,595.086,1182.08,589.765,1410.89,-1,-1,-1,-1
HAPPY,94.6651,510.168,261.641,476.773,456.446,526.865,665.166,512.951,848.84,451.726,1010.25,473.99,2.82839,621.485,205.982,621.485,428.617,643.749,709.693,621.485,915.63,593.656,1063.13,579.741,500.973,599.222,637.337,596.439,434.183,919.259,587.244,933.173,729.173,908.127,331.214,1072.32,584.461,1050.06,807.096,1061.19,587.244,1094.58,590.027,1166.94,590.027,1228.16,592.81,1484.19,-1,-1,-1,-1
FEAR,104.355,436.276,254.968,370.554,443.917,419.845,635.606,403.415,832.771,384.246,994.337,417.107,16.7263,554.027,213.891,570.457,427.487,586.888,698.589,570.457,906.708,551.288,1073.75,537.596,504.162,545.812,619.175,543.073,443.917,877.159,580.838,852.513,709.543,868.943,400.103,1115.4,580.838,1027.77,769.788,1104.45,586.314,1066.11,586.314,1140.05,591.791,1222.2,600.006,1454.96,-1,-1,-1,-1
SADNESS,137.795,476.912,307.832,442.904,501.413,469.064,658.37,448.136,851.951,437.673,1001.06,453.368,6.99722,592.014,234.585,589.398,438.63,597.246,723.769,586.782,922.582,576.318,1082.15,565.854,527.572,563.238,650.522,560.622,443.862,890.233,592.971,887.617,731.617,879.769,378.463,1073.35,595.587,1034.11,783.936,1068.12,595.587,1075.97,595.587,1089.05,595.587,1159.68,592.971,1397.73,-1,-1,-1,-1
DISGUST,113.322,483.224,261.162,444.318,455.689,459.88,629.467,436.537,816.212,415.788,969.24,428.756,6.98052,605.127,204.101,592.159,411.596,594.752,696.903,574.003,906.992,553.253,1062.61,519.535,499.782,563.628,616.498,553.253,429.752,874.871,582.78,880.058,720.246,856.715,357.129,1084.96,580.186,1004.56,805.838,1059.02,582.78,1048.65,585.374,1110.9,585.374,1175.74,587.968,1391.02,-1,-1,-1,-1
SURPRISE,83.5111,448.109,249.151,384.613,431.355,442.587,643.927,420.502,823.37,345.964,980.728,387.374,3.45176,577.86,202.22,577.86,403.749,588.903,690.858,564.057,895.147,533.689,1046.98,517.125,486.569,547.493,610.799,536.45,431.355,876.012,572.149,859.448,701.901,853.927,398.227,1113.43,574.91,1033.37,759.875,1091.34,577.671,1060.98,577.671,1174.16,580.431,1251.46,585.953,1480.6,-1,-1,-1,-1
HAPPY,101.795,525.914,276.763,471.613,490.949,522.897,720.218,525.914,928.37,471.613,1109.37,537.981,11.2941,634.515,228.496,631.498,454.749,652.615,744.352,658.648,982.671,643.565,1175.74,631.498,530.166,619.431,674.968,616.415,445.699,945.235,614.634,960.318,759.435,945.235,331.064,1138.3,602.567,1114.17,849.936,1147.35,602.567,1153.39,596.533,1249.92,596.533,1316.29,605.583,1596.84,-1,-1,-1,-1
ANGER,92.9453,510.374,253.966,478.17,464.756,542.578,669.691,522.084,857.06,448.893,1062.0,469.387,5.11596,647.973,198.34,642.118,432.552,645.045,722.389,630.407,965.383,598.203,1176.17,565.999,523.309,606.986,631.632,601.131,453.045,975.869,578.934,955.376,725.316,964.159,417.914,1251.07,596.5,1189.59,780.942,1230.57,599.428,1218.86,599.428,1233.5,602.355,1300.84,611.138,1549.69,-1,-1,-1,-1
FEAR,144.463,504.435,327.201,453.14,538.793,475.582,753.591,459.552,952.359,437.11,1115.86,507.641,3.40167,610.231,253.465,626.261,490.704,645.496,769.621,632.673,1003.65,623.055,1186.39,613.437,586.882,594.201,695.884,594.201,500.322,966.09,654.207,950.06,776.032,959.678,439.409,1273.86,631.765,1171.27,798.474,1270.65,634.971,1203.33,638.177,1389.27,638.177,1485.45,644.589,1716.28,-1,-1,-1,-1
DISGUST,128.762,495.719,298.409,461.789,521.778,518.339,722.528,504.201,926.105,461.789,1078.79,498.546,4.35343,597.507,239.032,605.99,462.402,620.127,745.147,622.955,979.827,600.335,1146.65,591.853,564.19,594.68,674.461,591.853,459.574,922.665,626.394,967.904,753.63,922.665,363.441,1151.69,612.257,1106.45,829.971,1134.72,612.257,1140.38,612.257,1196.93,615.084,1264.79,612.257,1485.33,-1,-1,-1,-1
SURPRISE,103.854,512.622,277.576,435.413,493.12,496.537,760.136,480.452,975.68,403.242,1136.53,480.452,7.3423,647.739,216.452,641.305,477.034,663.825,773.005,654.173,1007.85,634.871,1200.87,625.22,560.678,612.352,699.012,609.135,486.686,991.966,644.322,969.446,779.439,982.314,441.647,1297.59,647.539,1197.86,827.695,1271.85,647.539,1230.03,650.756,1403.75,653.973,1493.83,666.841,1719.02,-1,-1,-1,-1
SADNESS,138.084,496.838,308.188,470.89,512.89,470.89,723.357,453.591,928.058,442.058,1101.05,508.37,8.34416,615.045,224.578,635.227,458.11,643.877,743.539,638.11,991.487,635.227,1184.66,626.578,559.019,583.331,662.812,583.331,460.994,961.019,605.149,943.721,734.89,966.786,374.5,1232.03,584.968,1171.49,809.851,1226.27,587.851,1211.85,587.851,1223.38,584.968,1286.81,584.968,1534.76,-1,-1,-1,-1
