Label,Outer left eyebrow-x,Outer left eyebrow-y,Outer left eyebrow-z,Middle left eyebrow-x,Middle left eyebrow-y,Middle left eyebrow-z,Inner left eyebrow-x,Inner left eyebrow-y,Inner left eyebrow-z,Inner right eyebrow-x,Inner right eyebrow-y,Inner right eyebrow-z,Middle right eyebrow-x,Middle right eyebrow-y,Middle right eyebrow-z,Outer right eyebrow-x,Outer right eyebrow-y,Outer right eyebrow-z,Left temple-x,Left temple-y,Left temple-z,Outer left eye corner-x,Outer left eye corner-y,Outer left eye corner-z,Inner left eye corner-x,Inner left eye corner-y,Inner left eye corner-z,Inner right eye corner-x,Inner right eye corner-y,Inner right eye corner-z,Outer right eye corner-x,Outer right eye corner-y,Outer right eye corner-z,Right temple-x,Right temple-y,Right temple-z,Nose saddle left-x,Nose saddle left-y,Nose saddle left-z,Nose saddle right-x,Nose saddle right-y,Nose saddle right-z,Left nose peak-x,Left nose peak-y,Left nose peak-z,Nose tip-x,Nose tip-y,Nose tip-z,Right nose peak-x,Right nose peak-y,Right nose peak-z,Left mouth corner-x,Left mouth corner-y,Left mouth corner-z,Upper lip outer middle-x,Upper lip outer middle-y,Upper lip outer middle-z,Right mouth corner-x,Right mouth corner-y,Right mouth corner-z,Upper lip inner middle-x,Upper lip inner middle-y,Upper lip inner middle-z,Lower lip inner middle-x,Lower lip inner middle-y,Lower lip inner middle-z,Lower lip outer middle-x,Lower lip outer middle-y,Lower lip outer middle-z,Chin middle-x,Chin middle-y,Chin middle-z,Left ear lobe-x,Left ear lobe-y,Left ear lobe-z,Right ear lobe-x,Right ear lobe-y,Right ear lobe-z
ANGER,-83.379,55.81,-75.599,-63.813,63.394,-65.266,-40.393,59.317,-60.111,-16.676,60.286,-59.326,7.097,63.568,-65.877,24.886,59.439,-81.795,NaN,NaN,NaN,-72.741,42.817,-72.963,-44.065,42.783,-69.052,-13.07,43.764,-72.591,15.954,44.858,-75.438,NaN,NaN,NaN,-33.029,36.478,-52.526,-22.798,36.392,-53.132,-44.184,8.799,-55.587,-27.122,13.427,-37.444,-12.599,9.408,-65.123,-53.025,-19.202,-62.305,-28.89,-15.088,-50.142,-3.655,-17.654,-64.422,-28.953,-19.044,-53.785,-28.951,-20.616,-53.604,-28.911,-29.273,-54.056,-27.19,-59.693,-58.843,NaN,NaN,NaN,NaN,NaN,NaN
DISGUST,-65.643,18.798,-51.823,-47.102,25.64,-39.127,-23.49,22.529,-35.066,0.667,21.855,-36.535,22.755,27.556,-42.67,42.683,22.902,-62.064,NaN,NaN,NaN,-57.547,6.93,-46.353,-26.102,7.748,-46.334,4.464,8.571,-48.527,34.788,9.46,-56.189,NaN,NaN,NaN,-14.809,1.533,-31.996,-5.464,1.572,-31.827,-26.467,-27.41,-32.896,-9.203,-26.905,-16.01,6.382,-25.256,-43.614,-38.582,-57.355,-53.551,-12.453,-47.058,-35.759,15.904,-57.873,-51.213,-12.386,-51.003,-36.471,-11.483,-64.329,-36.652,-11.53,-70.74,-38.993,-9.684,-95.197,-43.353,NaN,NaN,NaN,NaN,NaN,NaN
FEAR,-80.317,68.677,-76.533,-60.82,79.31,-64.783,-37.322,80.048,-58.252,-15.194,84.022,-59.357,7.743,82.673,-66.262,27.377,76.411,-88.039,NaN,NaN,NaN,-70.487,57.253,-72.594,-40.664,57.091,-66.42,-10.475,59.669,-68.149,19.918,62.313,-75.686,NaN,NaN,NaN,-29.049,54.361,-46.823,-20.468,55.15,-46.895,-40.037,27.721,-47.773,-23.148,35.308,-28.408,-8.638,26.825,-54.964,-44.009,-18.928,-53.218,-24.033,5.613,-38.317,-2.797,-15.893,-54.003,-23.963,-1.433,-38.279,-24.015,-36.187,-47.082,-23.905,-43.788,-41.035,-23.169,-74.29,-52.766,NaN,NaN,NaN,NaN,NaN,NaN
HAPPY,-85.611,55.383,-71.95,-69.699,69.123,-53.397,-41.025,64.304,-48.13,-14.966,65.897,-47.94,10.271,73.258,-54.773,27.873,63.595,-74.645,NaN,NaN,NaN,-71.259,46.318,-56.429,-41.972,47.344,-54.66,-11.092,49.607,-56.339,18.256,51.281,-61.17,NaN,NaN,NaN,-29.521,42.837,-35.425,-20.157,42.923,-38.406,-43.767,16.133,-39.724,-26.0,19.342,-19.871,-7.769,17.239,-39.265,-57.753,-9.077,-57.675,-26.244,-0.932,-36.754,9.023,-4.224,-61.371,-24.716,-7.2,-38.112,-23.965,-18.158,-42.152,-23.942,-25.098,-36.004,-21.409,-52.34,-31.277,NaN,NaN,NaN,NaN,NaN,NaN
SADNESS,-77.043,63.889,-75.745,-61.555,72.933,-64.077,-34.074,73.713,-57.829,-11.247,76.801,-59.809,15.07,76.44,-68.69,32.226,67.647,-88.591,NaN,NaN,NaN,-65.422,48.31,-69.303,-35.887,52.413,-66.857,-6.535,54.043,-69.982,23.205,53.688,-78.176,NaN,NaN,NaN,-25.879,46.546,-46.237,-15.757,47.295,-45.624,-35.954,21.359,-48.101,-19.266,29.161,-28.98,-4.883,22.95,-49.454,-42.295,-11.002,-50.924,-19.348,-0.613,-38.908,3.489,-8.719,-54.956,-19.365,-5.34,-41.369,-18.559,-8.434,-39.825,-18.522,-14.692,-38.242,-18.428,-45.34,-39.289,NaN,NaN,NaN,NaN,NaN,NaN
SURPRISE,-84.331,64.277,-82.449,-72.5,81.254,-66.411,-41.681,72.183,-54.063,-13.215,74.552,-52.834,11.301,84.411,-62.756,30.098,68.763,-90.131,NaN,NaN,NaN,-70.635,51.738,-65.939,-39.388,51.76,-59.809,-8.487,53.497,-62.209,20.084,55.917,-69.474,NaN,NaN,NaN,-28.569,45.725,-38.932,-19.125,46.63,-39.267,-37.922,18.321,-39.635,-23.561,27.678,-22.375,-8.487,20.82,-45.812,-43.098,-27.29,-49.671,-22.784,-4.248,-32.45,-1.056,-24.93,-50.987,-23.192,-10.097,-57.146,-22.705,-45.212,-84.426,-22.071,-52.173,-39.81,-22.005,-78.582,-49.739,NaN,NaN,NaN,NaN,NaN,NaN
ANGER,-62.782,41.008,-14.013,-39.872,46.702,12.831,-13.067,42.014,20.544,13.109,42.952,13.913,36.819,52.23,10.185,58.211,49.896,-16.552,NaN,NaN,NaN,-51.708,33.21,-5.102,-15.659,28.52,0.582,15.503,32.787,0.076,51.034,39.706,-10.344,NaN,NaN,NaN,-4.931,20.875,17.487,6.288,20.919,19.752,-16.814,-13.29,12.661,1.5,-16.478,33.565,24.319,-13.964,0.672,-23.607,-44.717,-1.012,2.976,-44.973,11.085,32.993,-43.922,-5.548,4.494,-46.561,9.071,6.787,-50.473,7.688,6.108,-59.664,9.315,5.538,-85.476,-5.08,NaN,NaN,NaN,NaN,NaN,NaN
DISGUST,-74.315,4.28,-38.251,-53.448,15.777,-1.001,-24.981,9.004,5.367,-3.068,9.106,5.349,23.516,18.169,5.354,49.521,9.856,-18.752,NaN,NaN,NaN,-62.672,-5.857,-18.881,-29.126,-6.348,-9.6,2.247,-5.446,-4.185,40.108,-0.884,-13.958,NaN,NaN,NaN,-20.35,-16.025,11.337,-6.721,-16.016,12.984,-33.989,-45.96,3.047,-16.28,-50.07,27.947,8.513,-44.011,9.847,-46.234,-82.353,-18.387,-11.931,-74.77,7.173,23.441,-78.616,-12.617,-11.132,-78.716,3.534,-11.879,-80.3,2.248,-10.978,-87.693,5.094,-7.974,-118.119,-2.557,NaN,NaN,NaN,NaN,NaN,NaN
FEAR,-66.674,26.019,-43.827,-48.535,41.947,-20.197,-17.623,37.954,-8.611,6.855,36.456,-8.454,34.638,42.861,-15.998,56.454,30.189,-38.207,NaN,NaN,NaN,-55.053,17.255,-29.598,-20.545,17.3,-19.59,11.622,19.022,-18.971,47.566,19.951,-29.666,NaN,NaN,NaN,-11.962,11.782,2.906,2.588,11.931,2.268,-25.422,-19.326,6.961,-4.978,-12.148,27.481,16.455,-20.086,3.803,-30.811,-59.568,-2.863,-6.377,-48.444,18.614,20.346,-59.887,-1.645,-6.411,-53.156,15.975,-5.572,-65.85,9.693,-5.527,-73.926,13.488,-5.327,-105.519,4.843,NaN,NaN,NaN,NaN,NaN,NaN
HAPPY,-70.163,12.534,-25.54,-48.4,27.693,0.504,-19.185,20.127,6.625,6.522,18.727,5.819,36.219,26.468,-0.367,55.589,12.81,-23.803,NaN,NaN,NaN,-57.787,5.603,-7.905,-24.009,1.966,-4.749,8.065,2.768,-5.301,44.425,3.419,-12.236,NaN,NaN,NaN,-13.842,-4.875,14.994,-1.115,-4.722,14.554,-31.049,-31.455,12.422,-11.252,-38.061,35.247,13.644,-33.735,10.678,-50.002,-54.456,-11.57,-12.16,-60.298,13.486,27.717,-59.61,-12.16,-12.137,-63.472,11.006,-11.431,-74.35,4.935,-11.311,-81.7,8.582,-11.214,-113.821,6.014,NaN,NaN,NaN,NaN,NaN,NaN
SADNESS,-74.948,9.345,-12.385,-56.244,20.817,13.142,-25.839,18.572,20.422,-3.475,20.096,22.71,25.335,25.524,14.861,46.466,17.384,-6.258,NaN,NaN,NaN,-63.446,1.043,2.211,-29.699,0.365,7.511,-1.062,3.577,9.655,36.299,5.15,2.484,NaN,NaN,NaN,-21.105,-6.088,29.685,-8.3,-5.378,30.37,-35.261,-37.794,26.04,-15.356,-34.011,50.56,8.205,-37.934,21.438,-40.755,-74.521,16.73,-13.322,-66.613,36.569,17.342,-73.464,17.155,-11.88,-70.514,32.87,-12.58,-74.221,34.071,-12.469,-82.341,35.236,-9.627,-113.272,20.34,NaN,NaN,NaN,NaN,NaN,NaN
SURPRISE,-75.597,5.53,-6.17,-58.513,20.77,20.492,-27.234,11.834,30.229,-2.064,12.586,32.527,28.747,19.38,26.047,49.032,4.407,4.303,NaN,NaN,NaN,-64.256,-1.217,6.942,-29.878,-6.225,18.495,-0.809,-6.203,20.796,36.673,-3.334,11.481,NaN,NaN,NaN,-23.338,-14.983,38.785,-9.189,-14.973,40.341,-37.555,-43.559,35.735,-20.692,-45.319,59.659,2.649,-44.666,39.32,-47.113,-78.332,17.681,-20.147,-76.107,41.895,11.86,-80.045,21.61,-20.089,-81.838,-7.483,-19.411,-87.806,31.722,-19.206,-96.486,35.844,-19.727,-129.206,20.83,NaN,NaN,NaN,NaN,NaN,NaN
ANGER,-47.123,-17.314,32.312,-27.447,-14.13,43.703,-1.603,-23.784,43.904,20.73,-23.608,48.871,40.762,-12.59,40.798,62.599,-14.538,18.488,NaN,NaN,NaN,-38.903,-24.878,31.405,-8.971,-29.952,31.481,26.299,-28.653,28.109,55.759,-23.606,20.042,NaN,NaN,NaN,2.834,-39.372,42.762,16.908,-38.549,43.566,-6.513,-67.878,39.832,11.922,-69.583,58.104,29.279,-67.617,40.69,-13.934,-97.228,25.82,11.417,-90.161,38.19,36.59,-95.383,17.839,11.46,-97.091,36.034,11.591,-100.501,31.86,11.503,-109.376,32.182,11.028,-136.079,12.596,NaN,NaN,NaN,NaN,NaN,NaN
DISGUST,-49.451,-18.836,-2.934,-31.461,-13.821,15.762,-1.988,-22.977,18.414,24.618,-24.497,15.293,48.92,-13.101,13.559,70.505,-15.654,-10.479,NaN,NaN,NaN,-37.033,-27.092,1.293,-7.035,-30.073,4.216,29.302,-30.737,2.833,58.796,-26.38,-6.192,NaN,NaN,NaN,5.037,-40.982,18.193,19.313,-40.273,16.969,-6.352,-67.209,12.867,10.998,-72.058,31.458,30.076,-69.949,12.594,-13.802,-94.712,-3.54,12.165,-88.932,12.84,38.492,-94.848,-8.993,11.45,-95.392,8.123,11.47,-97.656,8.811,11.424,-106.956,6.826,12.521,-133.22,-14.879,NaN,NaN,NaN,NaN,NaN,NaN
FEAR,-50.772,-6.174,-27.803,-29.415,3.353,-10.472,-1.892,-3.514,-7.637,21.303,-6.401,-8.491,45.255,0.299,-13.902,66.333,-6.782,-36.524,NaN,NaN,NaN,-37.578,-14.579,-25.492,-9.701,-17.545,-20.309,25.417,-18.303,-22.491,54.557,-17.689,-34.218,NaN,NaN,NaN,3.832,-25.673,-3.722,16.789,-25.532,-2.336,-7.709,-53.187,-3.373,11.193,-51.545,16.693,29.198,-56.16,-4.167,-14.423,-94.984,-18.973,11.521,-78.962,2.934,32.014,-93.417,-22.357,11.259,-91.073,-57.252,7.345,-114.767,-16.098,8.141,-123.937,-15.479,7.665,-148.129,-39.135,NaN,NaN,NaN,NaN,NaN,NaN
HAPPY,-55.41,7.805,34.102,-35.534,16.714,51.495,-8.92,8.002,53.224,18.288,8.838,52.678,41.927,21.424,48.716,61.732,14.777,33.438,NaN,NaN,NaN,-41.666,-0.235,44.547,-12.713,-2.484,44.726,22.125,-0.828,43.346,53.584,2.769,33.102,NaN,NaN,NaN,-0.761,-10.198,61.225,11.738,-10.083,63.895,-12.281,-35.321,61.974,8.918,-35.9,79.575,28.175,-35.202,60.039,-28.277,-63.322,32.189,8.895,-52.858,60.441,43.487,-56.666,27.375,8.928,-58.116,58.763,9.886,-81.318,50.612,9.973,-88.184,48.588,7.721,-117.644,42.002,NaN,NaN,NaN,NaN,NaN,NaN
SADNESS,-59.748,4.849,5.206,-37.196,14.823,26.824,-10.263,8.822,28.588,14.343,9.577,31.049,37.85,18.025,22.916,57.455,12.784,3.26,NaN,NaN,NaN,-44.974,-4.193,17.435,-16.329,-4.816,18.496,18.41,-3.221,16.395,47.502,2.1,6.959,NaN,NaN,NaN,-3.3,-9.062,33.2,10.949,-9.061,31.506,-12.227,-40.301,35.345,6.442,-35.208,54.199,22.81,-38.132,36.782,-21.247,-74.039,22.032,8.001,-61.151,40.576,34.536,-69.576,18.659,7.297,-69.662,34.455,8.083,-71.905,34.887,7.431,-80.564,38.219,7.641,-106.808,27.435,NaN,NaN,NaN,NaN,NaN,NaN
SURPRISE,-50.822,-7.166,61.924,-29.691,3.869,83.661,-2.368,-6.018,84.865,22.184,-6.038,84.257,48.309,4.249,79.92,66.479,-1.814,61.161,NaN,NaN,NaN,-37.4,-14.375,66.002,-6.703,-17.828,73.502,26.9,-16.987,71.015,57.654,-12.94,59.287,NaN,NaN,NaN,4.387,-24.665,89.006,18.007,-24.005,90.021,-6.383,-54.251,87.649,12.302,-52.742,107.249,29.592,-54.647,91.57,-14.651,-88.955,65.366,12.489,-77.103,91.076,38.238,-86.79,64.625,13.304,-82.976,89.15,11.945,-99.763,77.767,11.944,-108.529,78.205,12.879,-131.325,59.297,NaN,NaN,NaN,NaN,NaN,NaN
ANGER,-62.553,23.626,25.3,-50.101,31.065,40.132,-21.556,26.674,50.851,6.425,28.114,53.465,32.373,32.146,41.845,49.273,22.483,25.485,NaN,NaN,NaN,-52.341,13.238,35.575,-22.343,11.093,39.797,8.845,10.388,38.578,38.581,10.423,35.003,NaN,NaN,NaN,-13.315,8.975,54.444,-1.565,8.981,55.344,-24.149,-23.305,60.104,-6.398,-16.247,77.297,11.127,-24.275,51.533,-32.311,-54.456,55.31,-7.092,-45.154,68.172,16.288,-55.899,53.637,-7.11,-53.3,66.103,-7.881,-55.634,62.483,-7.071,-63.604,63.686,-7.106,-86.652,57.216,NaN,NaN,NaN,NaN,NaN,NaN
DISGUST,-56.749,18.343,31.875,-43.653,25.92,44.855,-18.299,18.492,51.598,15.51,19.317,51.811,40.161,25.427,41.123,53.332,19.536,24.355,NaN,NaN,NaN,-46.749,7.424,40.888,-16.883,5.9,41.708,14.324,5.958,39.918,43.235,6.041,37.102,NaN,NaN,NaN,-7.959,4.588,53.173,6.036,5.385,54.899,-18.079,-24.19,58.432,2.543,-23.54,76.032,18.741,-26.609,47.316,-27.718,-57.187,45.87,-0.381,-43.91,61.813,27.249,-57.254,41.61,-0.4,-52.221,57.335,-1.265,-62.23,50.786,-2.421,-71.225,57.117,-1.515,-92.323,49.241,NaN,NaN,NaN,NaN,NaN,NaN
FEAR,-59.169,25.446,23.208,-47.474,34.316,36.226,-20.444,31.382,46.392,10.499,32.947,47.342,35.166,37.64,38.358,52.253,29.589,20.605,NaN,NaN,NaN,-47.656,15.047,30.964,-16.675,12.833,37.982,12.921,13.591,34.24,42.213,15.224,28.939,NaN,NaN,NaN,-7.7,13.549,50.604,3.329,14.261,48.091,-19.319,-20.93,58.761,-1.61,-14.662,74.599,16.776,-21.142,50.293,-28.969,-55.411,46.699,-1.534,-43.567,65.198,25.903,-54.649,44.662,-0.096,-49.493,63.367,-0.929,-54.314,55.493,-0.707,-62.846,59.461,1.588,-84.37,54.23,NaN,NaN,NaN,NaN,NaN,NaN
HAPPY,-54.873,24.692,24.039,-43.194,34.356,38.157,-14.704,30.589,49.0,16.055,30.679,49.902,42.493,36.862,39.66,57.885,29.451,24.114,NaN,NaN,NaN,-42.296,15.826,38.191,-13.176,15.83,40.366,19.468,15.818,39.487,46.968,17.432,37.321,NaN,NaN,NaN,-3.521,14.266,52.963,9.006,13.644,55.54,-15.281,-14.399,55.366,5.39,-13.152,77.186,24.571,-15.186,48.489,-29.523,-39.392,36.797,5.534,-35.48,62.351,37.675,-40.999,32.788,4.751,-40.694,60.669,2.517,-54.963,56.447,3.302,-62.344,55.608,5.049,-88.074,54.685,NaN,NaN,NaN,NaN,NaN,NaN
SADNESS,-58.143,25.279,28.519,-44.226,34.341,44.24,-15.206,30.573,52.733,13.387,32.091,53.201,40.463,33.901,40.162,55.085,23.478,24.691,NaN,NaN,NaN,-45.85,13.6,36.691,-15.853,10.609,44.735,14.563,10.629,38.914,44.25,9.988,36.506,NaN,NaN,NaN,-6.945,8.549,56.028,6.285,7.775,54.401,-17.824,-22.334,61.782,0.676,-15.96,80.009,17.531,-23.193,53.306,-30.345,-54.251,54.56,-0.003,-45.526,71.031,25.767,-57.341,50.81,-0.073,-53.015,67.478,-0.795,-55.342,64.457,-0.746,-63.234,66.684,-2.163,-86.279,60.542,NaN,NaN,NaN,NaN,NaN,NaN
SURPRISE,-58.054,25.379,25.377,-46.421,35.099,38.722,-18.625,31.316,49.93,15.09,32.879,50.929,43.018,40.526,37.054,56.216,31.042,21.888,NaN,NaN,NaN,-44.919,15.815,35.541,-14.132,14.328,41.913,14.778,15.095,41.512,44.607,17.43,32.419,NaN,NaN,NaN,-5.962,12.116,53.928,7.301,12.164,56.055,-16.201,-20.283,57.138,3.738,-13.83,79.089,20.702,-19.533,52.271,-25.72,-53.726,50.431,4.521,-41.148,69.029,29.077,-53.02,47.481,3.776,-47.853,66.724,3.697,-56.58,54.18,2.486,-66.305,61.638,2.635,-92.641,52.198,NaN,NaN,NaN,NaN,NaN,NaN
HAPPY,-72.53,37.97,-68.654,-55.244,48.076,-47.906,-27.296,45.532,-40.944,4.75,43.174,-41.16,29.866,44.187,-44.119,47.721,35.179,-64.486,NaN,NaN,NaN,-61.935,29.377,-62.23,-28.21,30.065,-52.911,5.557,28.45,-54.365,38.169,24.694,-61.531,NaN,NaN,NaN,-19.529,23.606,-39.09,-6.907,22.123,-34.586,-32.484,-3.827,-36.804,-14.557,-8.185,-17.275,8.201,-5.952,-42.986,-47.948,-33.374,-57.358,-13.157,-28.789,-33.276,21.731,-33.942,-56.171,-13.924,-31.922,-34.389,-13.708,-44.606,-40.556,-12.904,-52.969,-33.336,-15.695,-85.824,-36.169,NaN,NaN,NaN,NaN,NaN,NaN
HAPPY,-54.888,16.555,-12.223,-38.864,24.202,10.915,-11.572,21.117,13.658,17.026,23.535,13.269,39.161,30.497,6.769,56.115,24.591,-17.99,NaN,NaN,NaN,-43.009,8.979,-1.356,-12.472,9.039,4.121,17.248,10.609,3.824,45.702,13.035,-6.354,NaN,NaN,NaN,-2.057,1.638,20.131,10.212,2.423,18.76,-13.597,-26.588,15.397,4.294,-28.193,35.656,23.412,-23.626,6.813,-24.472,-52.385,-4.743,6.007,-46.038,16.566,36.835,-46.058,-8.788,5.989,-50.709,13.834,6.885,-62.448,9.577,7.636,-69.174,11.294,8.595,-98.748,0.661,NaN,NaN,NaN,NaN,NaN,NaN
HAPPY,-74.497,13.512,-37.505,-59.38,22.472,-14.178,-31.374,16.414,-4.736,3.085,19.572,-1.325,27.415,29.031,-7.794,50.476,23.014,-31.355,NaN,NaN,NaN,-65.239,0.059,-26.348,-31.566,1.733,-14.992,10.705,5.041,-14.257,43.412,8.059,-22.218,NaN,NaN,NaN,-18.554,-5.003,-8.033,-5.48,-4.14,-4.192,-32.08,-34.307,-8.724,-10.317,-29.856,14.297,13.212,-33.26,-5.317,-43.466,-59.633,-29.63,-9.76,-56.307,-3.41,27.531,-58.073,-29.473,-9.773,-62.53,-4.941,-8.868,-73.297,-9.738,-8.78,-82.634,-10.9,-6.36,-110.532,-18.854,NaN,NaN,NaN,NaN,NaN,NaN
HAPPY,-42.568,33.582,48.519,-25.143,36.799,69.261,-4.738,34.746,72.727,27.87,35.489,74.313,48.479,38.569,69.219,65.406,32.952,48.399,NaN,NaN,NaN,-33.618,25.409,53.057,-5.578,23.89,59.444,27.502,23.179,60.54,55.696,25.6,51.964,NaN,NaN,NaN,5.336,14.578,77.331,18.378,15.191,78.92,-6.888,-11.894,65.233,12.234,-21.669,90.161,29.859,-12.504,66.465,-21.053,-34.668,42.105,10.159,-33.892,63.622,42.777,-34.677,41.25,10.152,-37.615,61.858,11.567,-50.264,57.4,11.586,-58.324,58.495,12.639,-85.899,53.214,NaN,NaN,NaN,NaN,NaN,NaN
HAPPY,-75.899,10.791,-32.662,-56.154,21.371,-3.942,-30.672,19.223,2.776,-2.564,19.195,3.893,23.238,22.525,-3.186,42.386,12.614,-26.333,NaN,NaN,NaN,-61.245,6.064,-16.113,-31.098,4.531,-17.575,-3.401,3.724,-17.02,28.26,6.524,-18.963,NaN,NaN,NaN,-23.695,-5.209,6.719,-13.109,-5.194,8.924,-37.648,-31.366,-4.543,-20.32,-37.988,24.766,1.613,-31.874,2.56,-48.244,-57.553,-23.306,-19.06,-54.828,1.347,15.637,-59.071,-21.64,-19.116,-60.26,-0.192,-17.59,-70.737,-10.371,-17.53,-78.944,-6.824,-16.583,-109.263,-9.69,NaN,NaN,NaN,NaN,NaN,NaN
HAPPY,-69.002,34.357,66.724,-60.778,44.583,77.668,-34.767,43.708,89.042,2.478,45.251,87.943,32.108,46.212,77.703,40.489,38.313,66.435,NaN,NaN,NaN,-60.707,24.199,71.254,-30.806,24.158,74.545,2.617,25.835,74.343,33.26,27.963,65.998,NaN,NaN,NaN,-21.117,31.433,87.289,-9.554,32.172,87.86,-28.958,-12.694,89.001,-12.718,-12.727,107.424,2.068,-10.37,89.126,-39.968,-35.79,59.318,-12.922,-32.77,86.902,15.248,-35.532,64.113,-13.034,-36.471,84.803,-13.202,-45.392,79.439,-13.137,-53.29,79.877,-13.005,-84.796,73.403,NaN,NaN,NaN,NaN,NaN,NaN
